<X> <Y>
2.659069560000000e+00 5.716339126229286e-02
2.678339070000000e+00 5.696322023868561e-02
2.700361370000000e+00 5.673884972929955e-02
2.725136460000000e+00 5.649224668741226e-02
2.747158770000000e+00 5.628307536244392e-02
2.769181070000000e+00 5.608661472797394e-02
2.791203370000000e+00 5.590091645717621e-02
2.813225680000000e+00 5.572096258401871e-02
2.835247980000000e+00 5.554377660155296e-02
2.860023070000000e+00 5.534996092319489e-02
2.884798160000000e+00 5.516717955470085e-02
2.906820460000000e+00 5.501501634716988e-02
2.931595550000000e+00 5.485118553042412e-02
2.956370640000000e+00 5.469035357236862e-02
2.978392950000000e+00 5.455008521676064e-02
3.003168040000000e+00 5.439938977360725e-02
3.027943130000000e+00 5.425868183374405e-02
3.052718220000000e+00 5.412524193525314e-02
3.077493310000000e+00 5.399448424577713e-02
3.102268400000000e+00 5.386566743254662e-02
3.129796280000000e+00 5.372904986143112e-02
3.154571370000000e+00 5.361458659172058e-02
3.179346460000000e+00 5.350590497255325e-02
3.206874340000000e+00 5.338732898235321e-02
3.234402220000000e+00 5.327075719833374e-02
3.261930100000000e+00 5.316043645143509e-02
3.286705190000000e+00 5.306798592209816e-02
3.311480280000000e+00 5.297935381531715e-02
3.339008160000000e+00 5.288188159465790e-02
3.366536040000000e+00 5.278637632727623e-02
3.394063910000000e+00 5.269660428166389e-02
3.424344580000000e+00 5.260480567812920e-02
3.454625250000000e+00 5.251559242606163e-02
3.482153120000000e+00 5.243511125445366e-02
3.509681000000000e+00 5.235815420746803e-02
3.537208880000000e+00 5.228672921657562e-02
3.567489550000000e+00 5.221187323331833e-02
3.597770210000000e+00 5.213742703199387e-02
3.625298090000000e+00 5.207144096493721e-02
3.655578760000000e+00 5.200395733118057e-02
3.685859430000000e+00 5.194078758358955e-02
3.716140090000000e+00 5.187824368476868e-02
3.746420760000000e+00 5.181649327278137e-02
3.776701430000000e+00 5.175882205367088e-02
3.809734880000000e+00 5.170044302940369e-02
3.840015550000000e+00 5.164758488535881e-02
3.870296210000000e+00 5.159504711627960e-02
3.903329670000000e+00 5.154150351881981e-02
3.936363120000000e+00 5.149200186133385e-02
3.969396580000000e+00 5.144289135932922e-02
4.002430030000000e+00 5.139426141977310e-02
4.035463480000000e+00 5.134936794638634e-02
4.068496940000000e+00 5.130747333168983e-02
4.101530390000000e+00 5.126540735363960e-02
4.134563850000000e+00 5.122414976358414e-02
4.167597300000000e+00 5.118642002344131e-02
4.200630760000000e+00 5.115070939064026e-02
4.236417000000000e+00 5.111148580908775e-02
4.272203240000000e+00 5.107387900352478e-02
4.305236690000000e+00 5.104238539934158e-02
4.341022940000000e+00 5.100893974304199e-02
4.376809180000000e+00 5.097507685422897e-02
4.412595420000000e+00 5.094383656978607e-02
4.451134450000000e+00 5.091276392340660e-02
4.486920690000000e+00 5.088328942656517e-02
4.522706930000000e+00 5.085482075810432e-02
4.561245960000000e+00 5.082736536860466e-02
4.599784990000000e+00 5.080014839768410e-02
4.638324020000000e+00 5.077275261282921e-02
4.674110270000000e+00 5.074991285800934e-02
4.709896510000000e+00 5.072822421789169e-02
4.751188330000000e+00 5.070222541689873e-02
4.792480140000000e+00 5.067832022905350e-02
4.831019170000000e+00 5.065793544054031e-02
4.869558200000000e+00 5.063658207654953e-02
4.908097230000000e+00 5.061631649732590e-02
4.949389050000000e+00 5.059709399938583e-02
4.990680870000000e+00 5.057706683874130e-02
5.031972690000000e+00 5.055772140622139e-02
5.073264510000000e+00 5.054087564349174e-02
5.114556320000000e+00 5.052324756979942e-02
5.155848140000000e+00 5.050601437687874e-02
5.197139960000000e+00 5.049119889736176e-02
5.241184560000000e+00 5.047450214624405e-02
5.285229170000000e+00 5.045827850699425e-02
5.329273780000000e+00 5.044440552592278e-02
5.373318380000000e+00 5.042926222085953e-02
5.417362990000000e+00 5.041519552469254e-02
5.461407590000000e+00 5.040290579199791e-02
5.505452200000000e+00 5.038926005363464e-02
5.549496800000000e+00 5.037770792841911e-02
5.596294200000000e+00 5.036552250385284e-02
5.643091590000000e+00 5.034971609711647e-02
5.689888990000000e+00 5.034191533923149e-02
5.736686380000000e+00 5.034203454852104e-02
5.783483770000000e+00 5.031939223408699e-02
5.830281170000000e+00 5.027434974908829e-02
5.877078560000000e+00 5.030043795704842e-02
5.926628740000000e+00 5.037895217537880e-02
5.976178920000000e+00 5.025308951735497e-02
